incident_id,date,time,year,month,hour,day_of_week,area,locality,street_name,zone,location_type,latitude,longitude,incident_type,incident_sub_type,severity,status,department,response_time_minutes,people_involved,victim_count,injuries,damage_cost,report_source,lighting_condition,cctv_available,premises_status,weather_condition,offender_captured
117,2023-12-30,15:40:00,2023,12,15,Thursday,Tolichowki,Residential Area,South,South,Residential,17.389439,78.415183,Disaster,Noise Complaint,Critical,Open,Disaster Management,41,39,4,2,46111,Citizen,Well-lit,No,Open,Cloudy,No
118,2024-01-10,18:55:00,2024,1,18,Friday,Hitech City,IT Park Road,West,West,Public Park,17.444772,78.375253,Accident,Heart Attack,Medium,In Progress,Traffic Police,15,9,3,0,143305,Driver,Dim,No,Open,Rain,No
119,2024-02-21,10:10:00,2024,2,10,Saturday,Medchal,Highway Road,North,North,Residential,17.568884,78.489175,Fire,Car Accident,Low,Open,Fire Department,46,34,0,0,77142,Anonymous,Dim,Yes,Open,Clear,Yes
120,2024-04-03,23:05:00,2024,4,23,Sunday,Begumpet,Metro Road,North,Central,Residential,17.457118,78.47416,Disaster,Heart Attack,Medium,In Progress,Disaster Management,58,5,4,2,40500,Family,Daylight,Yes,Open,Hot,No
121,2024-05-15,14:20:00,2024,5,14,Friday,Shamshabad,Airport Road,South,South,Commercial,17.324471,78.42915,Public Complaint,Flood,Critical,Resolved,GHMC,7,13,7,6,136899,Neighbor,Dim,Yes,Open,Fog,No
122,2024-06-26,09:45:00,2024,6,9,Friday,Patancheru,Industrial Road,North,North,Industrial Area,17.535602,78.412988,Fire,Car Accident,High,Open,Fire Department,30,5,0,0,78281,Anonymous,Dim,Yes,Open,Cloudy,Yes
123,2024-08-07,21:10:00,2024,8,21,Saturday,Shadnagar,Village Area,South,South,Village Area,17.305737,78.389896,Accident,Fire Alert,High,Resolved,Traffic Police,30,46,15,3,190396,Police,No Streetlights,No,Open,Clear,Yes
124,2024-09-18,13:25:00,2024,9,13,Friday,Hayathnagar,School Street,East,East,School,17.394411,78.533528,Crime,Flood,High,Open,Police,16,12,8,4,116714,Citizen,No Streetlights,Yes,Open,Cloudy,Yes
125,2024-10-30,16:50:00,2024,10,16,Saturday,Chevella,Agricultural Road,South,South,Residential,17.313261,78.426057,Crime,Car Accident,Medium,Resolved,Police,41,31,8,2,93525,Neighbor,Well-lit,Yes,Open,Hot,Yes
126,2024-12-11,11:05:00,2024,12,11,Wednesday,Madhapur,Road No 36,West,West,Commercial,17.456268,78.380948,Crime,Noise Complaint,Critical,In Progress,Police,49,19,18,13,172793,Police,Dim,Yes,Open,Clear,Yes
127,2025-01-22,09:40:00,2025,1,9,Friday,Gachibowli,Lake View Road,West,West,Commercial,17.425404,78.3608,Accident,Car Accident,Medium,Resolved,Traffic Police,9,16,2,1,163041,Police,Well-lit,No,Open,Fog,No
128,2025-02-03,21:50:00,2025,2,21,Wednesday,Secunderabad,Railway Station Road,North,North,Commercial,17.432788,78.481365,Public Complaint,Theft,High,Resolved,GHMC,45,45,19,10,17724,Anonymous,Well-lit,No,Open,Rain,No
129,2025-03-16,12:15:00,2025,3,12,Tuesday,Banjara Hills,Road No 12,Central,Central,Residential,17.424125,78.474484,Medical Emergency,Car Accident,Medium,Open,Ambulance,37,11,11,4,96126,Neighbor,Well-lit,No,Open,Rain,No
130,2025-04-27,07:20:00,2025,4,7,Wednesday,Jubilee Hills,Metro Road,Central,Central,Residential,17.420787,78.467875,Disaster,Heart Attack,Medium,In Progress,Disaster Management,53,38,4,4,117189,Citizen,No Streetlights,Yes,Open,Heavy Rain,Yes
131,2025-05-09,14:35:00,2025,5,14,Monday,Miyapur,Industrial Road,West,North,Industrial Area,17.490301,78.393888,Crime,Theft,High,In Progress,Police,46,48,6,2,10516,Driver,No Streetlights,No,Open,Heavy Rain,Yes
132,2025-06-20,20:50:00,2025,6,20,Friday,Uppal,Market Road,East,East,Commercial,17.421156,78.559807,Accident,Noise Complaint,Low,In Progress,Traffic Police,39,14,8,2,144406,Citizen,No Streetlights,Yes,Open,Clear,No
133,2025-07-02,13:05:00,2025,7,13,Thursday,Charminar,Old City Lane,South,South,Residential,17.375836,78.476048,Disaster,Fire Alert,Critical,Resolved,Disaster Management,48,12,10,4,132360,Police,Well-lit,No,Open,Heavy Rain,Yes
134,2025-08-13,09:30:00,2025,8,9,Tuesday,Kukatpally,School Street,North,Central,School,17.49775,78.424922,Fire,Flood,Critical,Open,Fire Department,52,34,10,7,140320,Anonymous,Daylight,Yes,Open,Rain,No
135,2025-09-24,16:45:00,2025,9,16,Monday,Ameerpet,Hospital Road,Central,Central,Hospital,17.421662,78.447514,Public Complaint,Fire Alert,Medium,Resolved,GHMC,40,14,6,3,61929,Neighbor,Daylight,No,Open,Rain,Yes
136,2025-10-06,12:00:00,2025,10,12,Monday,LB Nagar,Metro Road,East,East,Residential,17.357378,78.559981,Crime,Fire Alert,Medium,In Progress,Police,60,15,1,0,18529,Neighbor,No Streetlights,No,Open,Rain,No
137,2025-11-17,22:30:00,2025,11,22,Tuesday,Nampally,Main Road,Central,Central,Residential,17.398833,78.487422,Fire,Heart Attack,High,In Progress,Fire Department,20,32,1,1,43780,Driver,Well-lit,No,Open,Hot,Yes
138,2025-12-29,15:55:00,2025,12,15,Saturday,Tolichowki,Residential Area,South,South,Commercial,17.379616,78.438274,Accident,Flood,Critical,Resolved,Traffic Police,34,45,9,4,135745,Driver,Dim,Yes,Open,Rain,No
139,2022-01-09,17:10:00,2022,1,17,Sunday,Hitech City,IT Park Road,West,West,Public Park,17.459126,78.370013,Fire,Heart Attack,High,Resolved,Fire Department,33,37,6,6,84651,Family,Well-lit,No,Open,Rain,No
140,2022-02-20,11:25:00,2022,2,11,Friday,Medchal,Highway Road,North,North,Residential,17.575625,78.500244,Medical Emergency,Flood,Critical,Resolved,Ambulance,39,30,5,3,91418,Driver,Daylight,Yes,Open,Rain,No
141,2022-04-02,22:40:00,2022,4,22,Friday,Begumpet,Metro Road,North,Central,Residential,17.450968,78.484547,Accident,Heart Attack,Medium,Resolved,Traffic Police,42,43,13,9,41188,Citizen,Daylight,No,Open,Clear,Yes
142,2022-05-14,13:55:00,2022,5,13,Monday,Shamshabad,Airport Road,South,South,Residential,17.334304,78.434597,Accident,Noise Complaint,Medium,In Progress,Traffic Police,27,28,8,5,135355,Driver,Well-lit,No,Open,Clear,Yes
143,2022-06-25,10:00:00,2022,6,10,Friday,Patancheru,Industrial Road,North,North,Industrial Area,17.521034,78.404626,Accident,Car Accident,Critical,Open,Traffic Police,49,47,4,4,91896,Driver,Well-lit,Yes,Open,Hot,Yes
144,2022-08-06,20:15:00,2022,8,20,Saturday,Shadnagar,Village Area,South,South,Village Area,17.310722,78.400988,Fire,Car Accident,Low,Resolved,Fire Department,42,25,1,0,34273,Family,Dim,No,Open,Rain,Yes
145,2022-09-17,12:30:00,2022,9,12,Wednesday,Hayathnagar,School Street,East,East,School,17.399441,78.525074,Medical Emergency,Car Accident,Medium,Resolved,Ambulance,10,34,14,11,87595,Police,Dim,No,Open,Cloudy,No
146,2022-10-29,16:05:00,2022,10,16,Saturday,Chevella,Agricultural Road,South,South,Commercial,17.326117,78.433136,Public Complaint,Noise Complaint,Low,In Progress,GHMC,20,16,9,4,102169,Police,Dim,Yes,Open,Heavy Rain,No
147,2022-12-10,10:20:00,2022,12,10,Monday,Madhapur,Road No 36,West,West,Commercial,17.459585,78.405381,Fire,Fire Alert,Critical,Open,Fire Department,41,29,6,3,59277,Driver,No Streetlights,Yes,Open,Clear,Yes
148,2023-01-21,09:55:00,2023,1,9,Wednesday,Gachibowli,Lake View Road,West,West,Residential,17.433692,78.335382,Fire,Fire Alert,Low,Open,Fire Department,23,41,15,1,15934,Anonymous,Daylight,No,Open,Hot,No
149,2023-02-02,22:05:00,2023,2,22,Saturday,Secunderabad,Railway Station Road,North,North,Commercial,17.448743,78.491036,Medical Emergency,Car Accident,Medium,Resolved,Ambulance,16,40,6,4,69658,Police,Daylight,Yes,Open,Heavy Rain,Yes
150,2023-03-15,12:30:00,2023,3,12,Saturday,Banjara Hills,Road No 12,Central,Central,Commercial,17.41474,78.492035,Medical Emergency,Noise Complaint,Medium,In Progress,Ambulance,30,38,19,3,150373,Family,Daylight,No,Open,Heavy Rain,Yes
151,2023-04-26,07:30:00,2023,4,7,Tuesday,Jubilee Hills,Metro Road,Central,Central,Commercial,17.423874,78.474616,Fire,Fire Alert,Medium,Open,Fire Department,25,7,1,1,168472,Anonymous,Daylight,No,Open,Cloudy,Yes
152,2023-05-08,14:45:00,2023,5,14,Friday,Miyapur,Industrial Road,West,North,Industrial Area,17.508971,78.38888,Accident,Fire Alert,Critical,Open,Traffic Police,46,13,2,2,177198,Anonymous,Daylight,No,Open,Hot,Yes
153,2023-06-19,21:00:00,2023,6,21,Monday,Uppal,Market Road,East,East,Commercial,17.400926,78.573045,Fire,Theft,Medium,In Progress,Fire Department,57,47,10,1,102642,Anonymous,Well-lit,Yes,Open,Hot,No
154,2023-07-31,12:15:00,2023,7,12,Friday,Charminar,Old City Lane,South,South,Residential,17.359475,78.486027,Accident,Flood,Medium,Resolved,Traffic Police,22,26,5,5,120845,Family,No Streetlights,Yes,Open,Hot,No
155,2023-08-12,08:40:00,2023,8,8,Saturday,Kukatpally,School Street,North,Central,School,17.498,78.421436,Disaster,Theft,High,In Progress,Disaster Management,10,47,8,5,5560,Anonymous,No Streetlights,No,Open,Fog,Yes
156,2023-09-23,16:55:00,2023,9,16,Saturday,Ameerpet,Hospital Road,Central,Central,Hospital,17.443138,78.453606,Disaster,Heart Attack,Low,In Progress,Disaster Management,39,33,7,0,175332,Family,Daylight,No,Open,Clear,Yes
157,2023-10-05,11:10:00,2023,10,11,Wednesday,LB Nagar,Metro Road,East,East,Commercial,17.342769,78.553066,Public Complaint,Car Accident,Low,Resolved,GHMC,38,14,5,1,27698,Anonymous,No Streetlights,Yes,Open,Hot,Yes
158,2023-11-16,22:35:00,2023,11,22,Thursday,Nampally,Main Road,Central,Central,Commercial,17.391475,78.488334,Accident,Fire Alert,Medium,Resolved,Traffic Police,19,42,9,6,175055,Neighbor,Daylight,Yes,Open,Rain,Yes
159,2023-12-28,16:10:00,2023,12,16,Saturday,Tolichowki,Residential Area,South,South,Commercial,17.37426,78.429666,Accident,Heart Attack,Low,Resolved,Traffic Police,10,32,11,3,28614,Neighbor,Dim,Yes,Open,Cloudy,No
160,2024-01-08,17:25:00,2024,1,17,Sunday,Hitech City,IT Park Road,West,West,Public Park,17.439318,78.374916,Public Complaint,Noise Complaint,Low,In Progress,GHMC,57,32,7,7,49567,Anonymous,Dim,No,Open,Rain,Yes
161,2024-02-19,11:40:00,2024,2,11,Sunday,Medchal,Highway Road,North,North,Residential,17.558014,78.487049,Fire,Theft,Critical,Resolved,Fire Department,40,42,19,9,120789,Neighbor,Well-lit,No,Open,Rain,Yes
162,2024-04-01,22:15:00,2024,4,22,Saturday,Begumpet,Metro Road,North,Central,Residential,17.45518,78.469424,Fire,Theft,Critical,Open,Fire Department,57,13,0,0,28314,Neighbor,Well-lit,Yes,Open,Cloudy,No
163,2024-05-13,13:30:00,2024,5,13,Saturday,Shamshabad,Airport Road,South,South,Residential,17.333868,78.418587,Crime,Heart Attack,Low,In Progress,Police,37,20,14,0,111064,Anonymous,Well-lit,No,Open,Cloudy,Yes
164,2024-06-24,10:15:00,2024,6,10,Tuesday,Patancheru,Industrial Road,North,North,Industrial Area,17.5089,78.419845,Disaster,Flood,Medium,Open,Disaster Management,6,11,6,0,78157,Citizen,Daylight,Yes,Open,Cloudy,Yes
165,2024-08-05,19:20:00,2024,8,19,Saturday,Shadnagar,Village Area,South,South,Village Area,17.288567,78.387823,Public Complaint,Flood,High,Open,GHMC,25,26,7,0,170905,Citizen,No Streetlights,Yes,Open,Hot,No
166,2024-09-16,11:35:00,2024,9,11,Tuesday,Hayathnagar,School Street,East,East,School,17.387453,78.519013,Accident,Heart Attack,Low,In Progress,Traffic Police,44,34,16,1,180653,Family,Well-lit,No,Open,Hot,Yes
167,2024-10-28,15:00:00,2024,10,15,Tuesday,Chevella,Agricultural Road,South,South,Residential,17.313168,78.426318,Crime,Heart Attack,Low,Resolved,Police,51,14,2,0,128223,Neighbor,Dim,Yes,Open,Heavy Rain,Yes
168,2024-12-09,09:35:00,2024,12,9,Tuesday,Madhapur,Road No 36,West,West,Commercial,17.452082,78.376808,Fire,Heart Attack,Low,Open,Fire Department,26,22,6,1,22088,Citizen,Daylight,Yes,Open,Rain,No
169,2025-01-20,10:10:00,2025,1,10,Thursday,Gachibowli,Lake View Road,West,West,Residential,17.427088,78.360435,Fire,Noise Complaint,Medium,Open,Fire Department,54,34,13,10,118413,Family,Dim,No,Open,Heavy Rain,Yes
170,2025-02-01,21:20:00,2025,2,21,Saturday,Secunderabad,Railway Station Road,North,North,Residential,17.449079,78.493521,Fire,Flood,Low,Open,Fire Department,8,13,9,6,74614,Family,Dim,Yes,Open,Clear,Yes
171,2025-03-14,11:45:00,2025,3,11,Wednesday,Banjara Hills,Road No 12,Central,Central,Residential,17.415768,78.481972,Accident,Fire Alert,High,Resolved,Traffic Police,40,47,20,15,175156,Neighbor,Well-lit,Yes,Open,Fog,No
172,2025-04-25,06:40:00,2025,4,6,Thursday,Jubilee Hills,Metro Road,Central,Central,Commercial,17.431176,78.460617,Disaster,Heart Attack,Medium,In Progress,Disaster Management,37,17,9,5,93985,Driver,Dim,No,Open,Fog,No
173,2025-05-07,13:55:00,2025,5,13,Tuesday,Miyapur,Industrial Road,West,North,Industrial Area,17.494073,78.382944,Medical Emergency,Noise Complaint,High,Resolved,Ambulance,13,26,9,4,38558,Citizen,No Streetlights,No,Open,Hot,No
174,2025-06-18,19:10:00,2025,6,19,Tuesday,Uppal,Market Road,East,East,Residential,17.402938,78.575169,Accident,Car Accident,Low,Open,Traffic Police,6,4,3,0,54568,Neighbor,No Streetlights,Yes,Open,Heavy Rain,Yes
175,2025-07-30,11:25:00,2025,7,11,Wednesday,Charminar,Old City Lane,South,South,Commercial,17.351932,78.468606,Medical Emergency,Car Accident,Low,Resolved,Ambulance,35,8,5,5,179087,Anonymous,Dim,No,Open,Cloudy,No
176,2025-08-11,07:50:00,2025,8,7,Friday,Kukatpally,School Street,North,Central,School,17.48146,78.424069,Disaster,Flood,High,Resolved,Disaster Management,5,42,15,11,115383,Anonymous,Well-lit,No,Open,Cloudy,Yes
177,2025-09-22,16:05:00,2025,9,16,Friday,Ameerpet,Hospital Road,Central,Central,Hospital,17.444995,78.440658,Public Complaint,Fire Alert,High,Resolved,GHMC,57,12,5,1,111168,Driver,Dim,No,Open,Hot,Yes
178,2025-10-04,10:20:00,2025,10,10,Wednesday,LB Nagar,Metro Road,East,East,Residential,17.356278,78.567818,Medical Emergency,Heart Attack,High,Open,Ambulance,13,39,18,13,38917,Driver,Daylight,No,Open,Clear,Yes
179,2025-11-15,22:40:00,2025,11,22,Thursday,Nampally,Main Road,Central,Central,Residential,17.383362,78.494001,Disaster,Flood,High,Open,Disaster Management,5,47,16,11,74435,Police,Well-lit,No,Open,Clear,No
180,2025-12-27,16:25:00,2025,12,16,Monday,Tolichowki,Residential Area,South,South,Residential,17.400847,78.416111,Crime,Car Accident,Critical,In Progress,Police,46,17,4,3,140129,Police,Dim,No,Open,Heavy Rain,No
181,2022-01-06,16:40:00,2022,1,16,Saturday,Hitech City,IT Park Road,West,West,Public Park,17.455084,78.392699,Medical Emergency,Theft,Critical,Resolved,Ambulance,41,1,0,0,85563,Driver,No Streetlights,No,Open,Clear,No
182,2022-02-17,10:55:00,2022,2,10,Saturday,Medchal,Highway Road,North,North,Residential,17.551704,78.473682,Medical Emergency,Heart Attack,High,In Progress,Ambulance,44,44,4,1,105616,Citizen,Daylight,No,Open,Hot,Yes
183,2022-03-31,21:30:00,2022,3,21,Thursday,Begumpet,Metro Road,North,Central,Commercial,17.446938,78.485539,Fire,Noise Complaint,High,Open,Fire Department,14,16,5,5,122377,Driver,Well-lit,Yes,Open,Fog,No
184,2022-05-12,12:45:00,2022,5,12,Tuesday,Shamshabad,Airport Road,South,South,Residential,17.315125,78.439356,Accident,Flood,Low,In Progress,Traffic Police,23,50,7,5,95802,Citizen,Dim,Yes,Open,Hot,Yes
185,2022-06-23,09:30:00,2022,6,9,Saturday,Patancheru,Industrial Road,North,North,Industrial Area,17.523655,78.41087,Fire,Heart Attack,Medium,Resolved,Fire Department,26,22,10,4,163990,Police,Well-lit,No,Open,Fog,No
186,2022-08-04,18:25:00,2022,8,18,Sunday,Shadnagar,Village Area,South,South,Village Area,17.298999,78.389613,Disaster,Car Accident,Medium,Resolved,Disaster Management,30,47,19,0,72263,Anonymous,Well-lit,Yes,Open,Fog,No
187,2022-09-15,10:40:00,2022,9,10,Saturday,Hayathnagar,School Street,East,East,School,17.397695,78.514491,Accident,Flood,High,Open,Traffic Police,49,10,8,1,71335,Citizen,Dim,Yes,Open,Heavy Rain,Yes
188,2022-10-27,14:15:00,2022,10,14,Wednesday,Chevella,Agricultural Road,South,South,Commercial,17.32527,78.416417,Crime,Heart Attack,Low,In Progress,Police,57,25,15,13,122562,Family,Well-lit,No,Open,Rain,No
189,2022-12-08,08:50:00,2022,12,8,Wednesday,Madhapur,Road No 36,West,West,Residential,17.445405,78.38114,Accident,Theft,Critical,In Progress,Traffic Police,5,10,2,2,178903,Driver,Daylight,Yes,Open,Heavy Rain,Yes
190,2023-01-19,10:25:00,2023,1,10,Monday,Gachibowli,Lake View Road,West,West,Residential,17.43012,78.36014,Public Complaint,Flood,Critical,In Progress,GHMC,30,17,5,0,25813,Police,No Streetlights,Yes,Open,Rain,Yes
191,2023-01-30,21:35:00,2023,1,21,Monday,Secunderabad,Railway Station Road,North,North,Residential,17.433613,78.486577,Public Complaint,Noise Complaint,Medium,Resolved,GHMC,60,45,11,11,167290,Driver,Dim,Yes,Open,Rain,No
192,2023-02-11,11:00:00,2023,2,11,Friday,Banjara Hills,Road No 12,Central,Central,Commercial,17.434755,78.4911,Accident,Fire Alert,Medium,In Progress,Traffic Police,19,14,4,4,162623,Citizen,Daylight,No,Open,Fog,Yes
193,2023-02-22,06:50:00,2023,2,6,Thursday,Jubilee Hills,Metro Road,Central,Central,Residential,17.437805,78.467604,Medical Emergency,Heart Attack,Low,Open,Ambulance,51,50,15,13,140061,Neighbor,No Streetlights,No,Open,Cloudy,No
194,2023-03-06,13:05:00,2023,3,13,Friday,Miyapur,Industrial Road,West,North,Industrial Area,17.508048,78.367058,Medical Emergency,Fire Alert,Medium,Open,Ambulance,60,27,5,5,56952,Neighbor,Daylight,Yes,Open,Hot,Yes
195,2023-03-17,18:20:00,2023,3,18,Thursday,Uppal,Market Road,East,East,Commercial,17.415491,78.567893,Disaster,Theft,Critical,Open,Disaster Management,12,10,3,3,97138,Anonymous,Daylight,Yes,Open,Heavy Rain,Yes
196,2023-03-28,10:35:00,2023,3,10,Friday,Charminar,Old City Lane,South,South,Residential,17.351651,78.464953,Medical Emergency,Fire Alert,Low,Open,Ambulance,57,22,6,2,42731,Police,Daylight,No,Open,Rain,No
197,2023-04-08,07:00:00,2023,4,7,Monday,Kukatpally,School Street,North,Central,School,17.495124,78.41075,Crime,Noise Complaint,Low,Open,Police,26,5,1,1,110445,Family,Daylight,No,Open,Fog,No
198,2023-04-19,15:15:00,2023,4,15,Tuesday,Ameerpet,Hospital Road,Central,Central,Hospital,17.440469,78.453924,Disaster,Theft,Low,In Progress,Disaster Management,59,43,11,11,128876,Neighbor,No Streetlights,Yes,Open,Heavy Rain,No
199,2023-04-30,09:30:00,2023,4,9,Saturday,LB Nagar,Metro Road,East,East,Commercial,17.344919,78.541583,Fire,Car Accident,High,In Progress,Fire Department,59,28,16,0,23286,Neighbor,Daylight,Yes,Open,Clear,Yes
200,2023-05-11,22:45:00,2023,5,22,Monday,Nampally,Main Road,Central,Central,Residential,17.379297,78.479392,Fire,Noise Complaint,High,In Progress,Fire Department,10,27,4,4,104858,Family,No Streetlights,Yes,Open,Cloudy,No
201,2023-05-23,15:00:00,2023,5,15,Saturday,Tolichowki,Residential Area,South,South,Residential,17.393738,78.418889,Fire,Heart Attack,Critical,In Progress,Fire Department,40,26,2,1,170457,Anonymous,No Streetlights,Yes,Open,Clear,No
202,2023-06-04,17:15:00,2023,6,17,Tuesday,Hitech City,IT Park Road,West,West,Public Park,17.439966,78.386865,Fire,Car Accident,High,Resolved,Fire Department,12,9,1,0,195595,Driver,Dim,Yes,Open,Rain,Yes
203,2023-07-15,12:30:00,2023,7,12,Thursday,Medchal,Highway Road,North,North,Residential,17.55714,78.479621,Public Complaint,Car Accident,Medium,Open,GHMC,22,35,19,6,58666,Family,Well-lit,No,Open,Cloudy,Yes
204,2023-08-26,23:50:00,2023,8,23,Tuesday,Begumpet,Metro Road,North,Central,Commercial,17.450938,78.485143,Fire,Noise Complaint,Low,Resolved,Fire Department,38,48,4,4,110404,Police,Well-lit,No,Open,Heavy Rain,Yes
205,2023-09-06,14:05:00,2023,9,14,Saturday,Shamshabad,Airport Road,South,South,Residential,17.337762,78.439489,Disaster,Fire Alert,Low,Resolved,Disaster Management,44,44,4,4,22007,Family,Dim,Yes,Open,Heavy Rain,No
206,2023-10-17,11:20:00,2023,10,11,Saturday,Patancheru,Industrial Road,North,North,Industrial Area,17.519351,78.410215,Disaster,Theft,Medium,Open,Disaster Management,25,26,7,7,144807,Citizen,Daylight,Yes,Open,Fog,Yes
207,2023-11-28,20:35:00,2023,11,20,Friday,Shadnagar,Village Area,South,South,Village Area,17.296945,78.411728,Accident,Flood,High,In Progress,Traffic Police,34,12,12,1,44269,Family,Well-lit,Yes,Open,Clear,Yes
208,2023-12-09,13:50:00,2023,12,13,Tuesday,Hayathnagar,School Street,East,East,School,17.379663,78.534044,Fire,Fire Alert,High,Open,Fire Department,19,40,7,5,35717,Anonymous,Well-lit,Yes,Open,Fog,No
209,2024-01-20,16:25:00,2024,1,16,Thursday,Chevella,Agricultural Road,South,South,Residential,17.304318,78.430555,Medical Emergency,Car Accident,Low,Open,Ambulance,31,36,10,7,75843,Anonymous,Dim,Yes,Open,Fog,No
210,2024-02-01,09:40:00,2024,2,9,Friday,Madhapur,Road No 36,West,West,Residential,17.44667,78.399328,Accident,Heart Attack,High,In Progress,Traffic Police,36,35,3,0,133842,Anonymous,Well-lit,No,Open,Cloudy,Yes
211,2024-03-13,11:55:00,2024,3,11,Monday,Gachibowli,Lake View Road,West,West,Commercial,17.422092,78.352045,Crime,Heart Attack,Low,Open,Police,15,18,5,2,139280,Family,No Streetlights,Yes,Open,Cloudy,Yes
212,2024-04-24,22:10:00,2024,4,22,Sunday,Secunderabad,Railway Station Road,North,North,Residential,17.435144,78.48746,Fire,Flood,Critical,Open,Fire Department,49,35,12,12,15395,Citizen,Well-lit,Yes,Open,Hot,No
213,2024-05-05,12:25:00,2024,5,12,Sunday,Banjara Hills,Road No 12,Central,Central,Residential,17.418801,78.488803,Medical Emergency,Car Accident,High,Open,Ambulance,32,39,9,2,56221,Police,Well-lit,No,Open,Cloudy,No
